week_end,crude_stocks_incl_spr_mbbl,commercial_crude_mbbl,spr_crude_mbbl,refinery_crude_inputs_mbd,days_supply_incl_spr,commercial_days_supply,spr_days_equivalent,days_supply_incl_spr_percentile
2020-04-03,1119337,484370,634967,13634,82.1,35.53,46.57,98.65
2020-04-10,1138585,503618,634967,12665,89.9,39.76,50.14,99.61
2020-04-17,1153607,518640,634967,12456,92.61,41.64,50.98,99.91
2020-04-24,1163748,527631,636117,12761,91.2,41.35,49.85,99.83
2020-05-01,1170054,532221,637833,12976,90.17,41.02,49.15,99.69
2020-05-08,1171242,531476,639766,12383,94.58,42.92,51.66,99.96
2020-05-15,1168142,526494,641648,12903,90.53,40.8,49.73,99.74
2020-05-22,1178181,534422,643759,12991,90.69,41.14,49.55,99.78
2020-05-29,1180124,532345,647779,13307,88.68,40.0,48.68,99.52
2020-06-05,1188064,538065,649999,13484,88.11,39.9,48.21,99.48
2020-06-12,1191010,539280,651730,13600,87.57,39.65,47.92,99.43
2020-06-19,1194443,540722,653721,13840,86.3,39.07,47.23,99.35
2020-06-26,1188940,533527,655413,14033,84.72,38.02,46.71,99.17
2020-07-03,1195204,539181,656023,14347,83.31,37.58,45.73,98.91
2020-07-10,1187837,531688,656149,14309,83.01,37.16,45.86,98.78
2020-07-17,1192727,536580,656147,14206,83.96,37.77,46.19,99.04
2020-07-24,1182116,525969,656147,14595,80.99,36.04,44.96,98.43
2020-07-31,1174737,518596,656141,14637,80.26,35.43,44.83,98.3
2020-08-07,1167983,514084,653899,14658,79.68,35.07,44.61,98.21
2020-08-14,1163680,512452,651228,14487,80.33,35.37,44.95,98.34
2020-08-21,1157228,507763,649465,14712,78.66,34.51,44.15,97.77
2020-08-28,1146566,498401,648165,13868,82.68,35.94,46.74,98.69
2020-09-04,1148294,500434,647860,12779,89.86,39.16,50.7,99.56
2020-09-11,1141778,496045,645733,13488,84.65,36.78,47.87,99.13
2020-09-18,1139358,494406,644952,13370,85.22,36.98,48.24,99.3
2020-09-25,1135577,492426,643151,13670,83.07,36.02,47.05,98.82
2020-10-02,1134933,492927,642006,13853,81.93,35.58,46.34,98.6
2020-10-09,1129956,489109,640847,13577,83.23,36.02,47.2,98.87
2020-10-16,1128188,488107,640081,13026,86.61,37.47,49.14,99.39
2020-10-23,1131850,492427,639423,13388,84.54,36.78,47.76,99.08
2020-10-30,1123699,484429,639270,13552,82.92,35.75,47.17,98.73
2020-11-06,1127412,488706,638706,13447,83.84,36.34,47.5,98.95
2020-11-13,1127776,489475,638301,13841,81.48,35.36,46.12,98.56
2020-11-20,1126911,488721,638190,14263,79.01,34.26,44.74,97.99
2020-11-27,1126232,488042,638190,14012,80.38,34.83,45.55,98.39
2020-12-04,1141316,503231,638085,14436,79.06,34.86,44.2,98.04
2020-12-11,1138182,500096,638086,14183,80.25,35.26,44.99,98.25
2020-12-18,1137619,499534,638085,14014,81.18,35.65,45.53,98.47
2020-12-25,1131554,493469,638085,14287,79.2,34.54,44.66,98.08
2021-01-01,1123544,485459,638085,14376,78.15,33.77,44.39,97.69
2021-01-08,1120296,482211,638085,14650,76.47,32.92,43.56,97.34
2021-01-15,1124648,486563,638085,14760,76.2,32.96,43.23,97.08
2021-01-22,1114739,476653,638086,14721,75.72,32.38,43.35,96.42
2021-01-29,1113745,475659,638086,14641,76.07,32.49,43.58,96.86
2021-02-05,1106935,469014,637921,14793,74.83,31.71,43.12,95.11
2021-02-12,1099530,461757,637773,14819,74.2,31.16,43.04,93.85
2021-02-19,1100815,463042,637773,12230,90.01,37.86,52.15,99.65
2021-02-26,1122378,484605,637773,9903,113.34,48.94,64.4,100.0
2021-03-05,1136176,498403,637773,12310,92.3,40.49,51.81,99.87
2021-03-12,1138572,500799,637773,13433,84.76,37.28,47.48,99.21
2021-03-19,1140484,502711,637773,14389,79.26,34.94,44.32,98.12
2021-03-26,1139608,501835,637773,14941,76.27,33.59,42.69,97.16
2021-04-02,1136086,498313,637773,15044,75.52,33.12,42.39,95.99
2021-04-09,1129090,492423,636667,15051,75.02,32.72,42.3,95.33
2021-04-16,1128941,493017,635924,14765,76.46,33.39,43.07,97.29
2021-04-23,1127582,493107,634475,15018,75.08,32.83,42.25,95.38
2021-04-30,1118544,485117,633427,15243,73.38,31.83,41.56,92.5
2021-05-07,1116719,484691,632028,15020,74.35,32.27,42.08,94.11
2021-05-14,1116138,486011,630127,15116,73.84,32.15,41.69,93.15
2021-05-21,1112830,484349,628481,15239,73.03,31.78,41.24,91.88
2021-05-28,1107103,479270,627833,15597,70.98,30.73,40.25,87.09
2021-06-04,1100513,474029,626484,15925,69.11,29.77,39.34,79.45
2021-06-11,1092267,466674,625593,16337,66.86,28.57,38.29,66.36
2021-06-18,1082948,459060,623888,16112,67.21,28.49,38.72,68.8
2021-06-25,1074829,452342,622487,16299,65.94,27.75,38.19,59.64
2021-07-02,1066780,445476,621304,16115,66.2,27.64,38.55,60.99
2021-07-09,1058884,437580,621304,16093,65.8,27.19,38.61,58.29
2021-07-16,1060991,439687,621304,16007,66.28,27.47,38.81,61.65
2021-07-23,1056902,435598,621304,15875,66.58,27.44,39.14,64.09
2021-07-30,1060529,439225,621304,15920,66.62,27.59,39.03,64.35
2021-08-06,1060081,438777,621304,16197,65.45,27.09,38.36,56.37
2021-08-13,1056846,435544,621302,16006,66.03,27.21,38.82,60.21
2021-08-20,1053866,432564,621302,16072,65.57,26.91,38.66,57.07
2021-08-27,1046697,425395,621302,15938,65.67,26.69,38.98,57.64
2021-09-03,1045169,423867,621302,14302,73.08,29.64,43.44,91.97
2021-09-10,1038218,417445,620773,14387,72.16,29.02,43.15,90.1
2021-09-17,1033533,413964,619569,15347,67.34,26.97,40.37,70.11
2021-09-24,1037231,418542,618689,15415,67.29,27.15,40.14,69.72
2021-10-01,1038657,420887,617770,15744,65.97,26.73,39.24,59.82
2021-10-08,1043945,426975,616970,15061,69.31,28.35,40.96,80.02
2021-10-15,1041820,426544,615276,14990,69.5,28.46,41.05,80.58
2021-10-22,1044998,430812,614186,15048,69.44,28.63,40.82,80.41
2021-10-29,1046643,434102,612541,15023,69.67,28.9,40.77,81.72
2021-11-05,1044500,435104,609396,15366,67.97,28.32,39.66,74.0
2021-11-12,1039150,433003,606147,15397,67.49,28.12,39.37,71.16
2021-11-19,1038525,434020,604505,15640,66.4,27.75,38.65,62.7
2021-11-26,1035667,433111,602556,15631,66.26,27.71,38.55,61.47
2021-12-03,1033737,432870,600867,15785,65.49,27.42,38.07,56.63
2021-12-10,1027203,428286,598917,15670,65.55,27.33,38.22,56.89
2021-12-17,1019952,423571,596381,15818,64.48,26.78,37.7,49.3
2021-12-24,1015023,419995,595028,15703,64.64,26.75,37.89,50.79
2021-12-31,1011533,417851,593682,15867,63.75,26.33,37.42,44.28
2022-01-07,1006680,413298,593382,15573,64.64,26.54,38.1,50.83
2022-01-14,1005847,413813,592034,15453,65.09,26.78,38.31,53.62
2022-01-21,1006972,416190,590782,15497,64.98,26.86,38.12,52.88
2022-01-28,1004055,415143,588912,15248,65.85,27.23,38.62,58.94
2022-02-04,997902,410387,587515,15577,64.06,26.35,37.72,46.16
2022-02-11,996336,411508,584828,14902,66.86,27.61,39.24,66.4
2022-02-18,998406,416022,582384,15246,65.49,27.29,38.2,56.59
2022-02-25,993445,413425,580020,15398,64.52,26.85,37.67,49.69
2022-03-04,989058,411562,577496,15377,64.32,26.76,37.56,47.86
2022-03-11,991420,415907,575513,15601,63.55,26.66,36.89,42.93
2022-03-18,984722,413399,571323,15878,62.02,26.04,35.98,35.99
2022-03-25,978272,409950,568322,15913,61.48,25.76,35.71,34.08
2022-04-01,976951,412371,564580,15948,61.26,25.86,35.4,33.2
2022-04-08,982434,421753,560681,15523,63.29,27.17,36.12,41.75
2022-04-15,969713,413733,555980,15717,61.7,26.32,35.37,35.08
2022-04-22,967494,414424,553070,15684,61.69,26.42,35.26,34.99
2022-04-29,965712,415727,549985,15466,62.44,26.88,35.56,37.96
2022-05-06,967208,424214,542994,15696,61.62,27.03,34.59,34.6
2022-05-13,958804,420820,537984,15935,60.17,26.41,33.76,28.58
2022-05-20,951814,419801,532013,16269,58.5,25.8,32.7,22.77
2022-05-27,941325,414733,526592,16033,58.71,25.87,32.84,23.73
2022-06-03,936081,416758,519323,16387,57.12,25.43,31.69,19.02
2022-06-10,930326,418714,511612,16320,57.01,25.66,31.35,18.5
2022-06-17,923146,418328,504818,16263,56.76,25.72,31.04,17.54
2022-06-24,913434,415566,497868,16666,54.81,24.93,29.87,12.39
2022-07-01,915828,423800,492028,16438,55.71,25.78,29.93,14.53
2022-07-08,912201,427054,485147,16640,54.82,25.66,29.16,12.43
2022-07-15,906758,426609,480149,16319,55.56,26.14,29.42,14.14
2022-07-22,896631,422086,474545,16027,55.95,26.34,29.61,15.1
2022-07-29,896408,426553,469855,15853,56.55,26.91,29.64,16.54
2022-08-05,896568,432010,464558,16581,54.07,26.05,28.02,10.78
2022-08-12,886110,424954,461156,16423,53.96,25.88,28.08,10.38
2022-08-19,874737,421672,453065,16255,53.81,25.94,27.87,9.95
2022-08-26,868344,418346,449998,16238,53.48,25.76,27.71,9.03
2022-09-02,869662,427191,442471,15929,54.6,26.82,27.78,12.09
2022-09-09,863690,429633,434057,16022,53.91,26.82,27.09,10.3
2022-09-16,857932,430774,427158,16355,52.46,26.34,26.12,6.98
2022-09-23,853142,430559,422583,15751,54.16,27.34,26.83,10.99
2022-09-30,845592,429203,416389,15961,52.98,26.89,26.09,8.12
2022-10-07,847781,439082,408699,15683,54.06,28.0,26.06,10.73
2022-10-14,842492,437357,405135,15550,54.18,28.13,26.05,11.04
2022-10-21,841663,439945,401718,15436,54.53,28.5,26.02,11.87
2022-10-28,836622,436830,399792,15842,52.81,27.57,25.24,7.55
2022-11-04,836974,440755,396219,16089,52.02,27.39,24.63,6.54
2022-11-11,827474,435355,392119,16152,51.23,26.95,24.28,5.67
2022-11-18,822183,431665,390518,16410,50.1,26.3,23.8,4.41
2022-11-25,808200,419084,389116,16638,48.58,25.19,23.39,2.36
2022-12-02,800917,413898,387019,16585,48.29,24.96,23.34,2.01
2022-12-09,806400,424129,382271,16126,50.01,26.3,23.71,4.23
2022-12-16,796858,418234,378624,15976,49.88,26.18,23.7,4.06
2022-12-23,794080,418952,375128,16149,49.17,25.94,23.23,3.14
2022-12-30,793026,420646,372380,13820,57.38,30.44,26.95,19.72
2023-01-06,811187,439607,371580,14651,55.37,30.01,25.36,13.79
2023-01-13,819594,448015,371579,14853,55.18,30.16,25.02,13.22
2023-01-20,820127,448548,371579,14981,54.74,29.94,24.8,12.26
2023-01-27,824267,452688,371579,14961,55.09,30.26,24.84,13.05
2023-02-03,826690,455111,371579,15410,53.65,29.53,24.11,9.47
2023-02-10,842973,471394,371579,15027,56.1,31.37,24.73,15.53
2023-02-17,850620,479041,371579,15010,56.67,31.91,24.76,17.06
2023-02-24,851786,480207,371579,14979,56.87,32.06,24.81,17.98
2023-03-03,850092,478513,371579,14967,56.8,31.97,24.83,17.63
2023-03-10,851642,480063,371579,15398,55.31,31.18,24.13,13.66
2023-03-17,852759,481180,371579,15376,55.46,31.29,24.17,13.92
2023-03-24,845270,473691,371579,15813,53.45,29.96,23.5,8.94
2023-03-31,841127,469952,371175,15615,53.87,30.1,23.77,10.03
2023-04-07,840124,470549,369575,15585,53.91,30.19,23.71,10.25
2023-04-14,833931,465968,367963,15844,52.63,29.41,23.22,7.29
2023-04-21,827856,460914,366942,15833,52.29,29.11,23.18,6.76
2023-04-28,824571,459633,364938,15735,52.4,29.21,23.19,6.89
2023-05-05,824598,462584,362014,15745,52.37,29.38,22.99,6.85
2023-05-12,827210,467624,359586,15990,51.73,29.24,22.49,6.2
2023-05-19,813122,455168,357954,16069,50.6,28.33,22.28,4.84
2023-05-26,815093,459657,355436,16165,50.42,28.44,21.99,4.71
2023-06-02,812774,459205,353569,16647,48.82,27.58,21.24,2.66
2023-06-09,818811,467124,351687,16586,49.37,28.16,21.2,3.53
2023-06-16,813261,463293,349968,16470,49.38,28.13,21.25,3.58
2023-06-23,802307,453690,348617,16254,49.36,27.91,21.45,3.49
2023-06-30,799341,452182,347159,16030,49.87,28.21,21.66,4.01
2023-07-07,804886,458128,346758,16659,48.32,27.5,20.82,2.09
2023-07-14,804179,457420,346759,16585,48.49,27.58,20.91,2.27
2023-07-21,803579,456820,346759,16478,48.77,27.72,21.04,2.57
2023-07-28,786530,439771,346759,16517,47.62,26.63,20.99,1.09
2023-08-04,793376,445622,347754,16579,47.85,26.88,20.98,1.44
2023-08-11,788016,439662,348354,16746,47.06,26.25,20.8,0.83
2023-08-18,782476,433528,348948,16776,46.64,25.84,20.8,0.74
2023-08-25,772486,422944,349542,16603,46.53,25.47,21.05,0.7
2023-09-01,766977,416637,350340,16623,46.14,25.06,21.08,0.65
2023-09-08,771222,420592,350630,16800,45.91,25.04,20.87,0.61
2023-09-15,769686,418456,351230,16304,47.21,25.67,21.54,0.96
2023-09-22,767267,416287,350980,16065,47.76,25.91,21.85,1.31
2023-09-29,765343,414063,351280,15602,49.05,26.54,22.52,3.05
2023-10-06,775513,424239,351274,15203,51.01,27.9,23.11,5.37
2023-10-13,771022,419748,351274,15396,50.08,27.26,22.82,4.36
2023-10-20,772394,421120,351274,15189,50.85,27.73,23.13,5.06
2023-10-27,773167,421893,351274,15251,50.7,27.66,23.03,4.93
2023-11-03,787036,435762,351274,15235,51.66,28.6,23.06,6.11
2023-11-10,790628,439354,351274,15399,51.34,28.53,22.81,5.8
2023-11-17,799328,448054,351274,15504,51.56,28.9,22.66,5.93
2023-11-24,801251,449664,351587,16022,50.01,28.07,21.94,4.28
2023-12-01,796948,445031,351917,16201,49.19,27.47,21.72,3.18
2023-12-08,792684,440773,351911,16097,49.24,27.38,21.86,3.27
2023-12-15,796222,443682,352540,16500,48.26,26.89,21.37,1.92
2023-12-22,789901,436568,353333,16558,47.71,26.37,21.34,1.27
2023-12-29,785453,431065,354388,16679,47.09,25.84,21.25,0.87
2024-01-05,787397,432403,354994,16518,47.67,26.18,21.49,1.18
2024-01-12,785501,429911,355590,16653,47.17,25.82,21.35,0.92
2024-01-19,777188,420678,356510,15276,50.88,27.54,23.34,5.1
2024-01-26,779314,421912,357402,14848,52.49,28.42,24.07,7.16
2024-02-02,785449,427432,358017,14840,52.93,28.8,24.13,7.98
2024-02-09,798213,439450,358763,14542,54.89,30.22,24.67,12.61
2024-02-16,802475,442964,359511,14574,55.06,30.39,24.67,12.96
2024-02-23,807417,447163,360254,14674,55.02,30.47,24.55,12.83
2024-03-01,809490,448530,360960,15268,53.02,29.38,23.64,8.16
2024-03-08,808550,446994,361556,15658,51.64,28.55,23.09,6.06
2024-03-15,807348,445042,362306,15785,51.15,28.19,22.95,5.58
2024-03-22,811257,448207,363050,15932,50.92,28.13,22.79,5.24
2024-03-29,815058,451417,363641,15897,51.27,28.4,22.87,5.72
2024-04-05,821494,457258,364236,15782,52.05,28.97,23.08,6.59
2024-04-12,824877,459993,364884,15913,51.84,28.91,22.93,6.33
2024-04-19,819302,453625,365677,15871,51.62,28.58,23.04,6.02
2024-04-26,827161,460890,366271,15641,52.88,29.47,23.42,7.81
2024-05-03,826746,459528,367218,15948,51.84,28.81,23.03,6.37
2024-05-10,824831,457020,367811,16255,50.74,28.12,22.63,4.97
2024-05-17,827649,458845,368804,16482,50.22,27.84,22.38,4.54
2024-05-24,823978,454689,369289,17083,48.23,26.62,21.62,1.88
2024-05-31,826109,455922,370187,17144,48.19,26.59,21.59,1.79
2024-06-07,830178,459652,370526,17047,48.7,26.96,21.74,2.44
2024-06-14,828017,457105,370912,16765,49.39,27.27,22.12,3.62
2024-06-21,832893,460696,372197,16532,50.38,27.87,22.51,4.62
2024-06-28,821134,448539,372595,16792,48.9,26.71,22.19,2.79
2024-07-05,818168,445096,373072,17109,47.82,26.02,21.81,1.35
2024-07-12,813948,440226,373722,16928,48.08,26.01,22.08,1.61
2024-07-19,810897,436485,374412,16407,49.42,26.6,22.82,3.66
2024-07-26,808146,433049,375097,16150,50.04,26.81,23.23,4.32
2024-08-02,805154,429321,375833,16402,49.09,26.17,22.91,3.1
2024-08-09,807205,430678,376527,16467,49.02,26.15,22.87,2.97
2024-08-16,803192,426029,377163,16689,48.13,25.53,22.6,1.66
2024-08-23,803091,425183,377908,16864,47.62,25.21,22.41,1.13
2024-08-30,797982,418310,379672,16900,47.22,24.75,22.47,1.0
2024-09-06,799094,419143,379951,16759,47.68,25.01,22.67,1.22
2024-09-13,798119,417513,380606,16477,48.44,25.34,23.1,2.14
2024-09-20,794935,413042,381893,16353,48.61,25.26,23.35,2.4
2024-09-27,799484,416931,382553,15691,50.95,26.57,24.38,5.28
2024-10-04,805671,422741,382930,15590,51.68,27.12,24.56,6.15
2024-10-11,804432,420550,383882,15755,51.06,26.69,24.37,5.5
2024-10-18,810666,426024,384642,16084,50.4,26.49,23.91,4.67
2024-10-25,811340,425509,385831,16053,50.54,26.51,24.03,4.8
2024-11-01,814881,427658,387223,16334,49.89,26.18,23.71,4.1
2024-11-08,817537,429747,387790,16509,49.52,26.03,23.49,3.75
2024-11-15,819482,430292,389190,16228,50.5,26.52,23.98,4.76
2024-11-22,818810,428448,390362,16295,50.25,26.29,23.96,4.58
2024-11-29,815182,423375,391807,16910,48.21,25.04,23.17,1.83
2024-12-06,814481,421950,392531,16659,48.89,25.33,23.56,2.75
2024-12-13,814066,421016,393050,16611,49.01,25.35,23.66,2.92
2024-12-20,810089,416779,393310,16816,48.17,24.78,23.39,1.75
2024-12-27,809171,415601,393570,16857,48.0,24.65,23.35,1.53
2025-01-03,808459,414642,393817,16902,47.83,24.53,23.3,1.4
2025-01-10,806997,412680,394317,16647,48.48,24.79,23.69,2.23
2025-01-17,806229,411663,394566,15522,51.94,26.52,25.42,6.41
2025-01-24,809940,415126,394814,15189,53.32,27.33,25.99,8.68
2025-01-31,818854,423790,395064,15349,53.35,27.61,25.74,8.77
2025-02-07,823173,427860,395313,15431,53.35,27.73,25.62,8.73
2025-02-14,827806,432493,395313,15416,53.7,28.05,25.64,9.69
2025-02-21,825474,430161,395313,15733,52.47,27.34,25.13,7.07
2025-02-28,829088,433775,395313,15387,53.88,28.19,25.69,10.08
2025-03-07,830811,435223,395588,15708,52.89,27.71,25.18,7.85
2025-03-14,832831,436968,395863,15663,53.17,27.9,25.27,8.38
2025-03-21,829776,433627,396149,15750,52.68,27.53,25.15,7.37
2025-03-28,836226,439792,396434,15558,53.75,28.27,25.48,9.86
2025-04-04,839055,442345,396710,15627,53.69,28.31,25.39,9.6
2025-04-11,839869,442860,397009,15564,53.96,28.45,25.51,10.47
2025-04-18,840581,443104,397477,15889,52.9,27.89,25.02,7.9
2025-04-25,838950,440408,398542,16078,52.18,27.39,24.79,6.72
2025-05-02,837498,438376,399122,16071,52.11,27.28,24.83,6.63
2025-05-09,841480,441830,399650,16401,51.31,26.94,24.37,5.76
2025-05-16,843651,443158,400493,16490,51.16,26.87,24.29,5.63
2025-05-23,841676,440363,401313,16328,51.55,26.97,24.58,5.89
2025-05-30,837881,436059,401822,16998,49.29,25.65,23.64,3.36
2025-06-06,834474,432415,402059,17226,48.44,25.1,23.34,2.18
2025-06-13,823231,420942,402289,16862,48.82,24.96,23.86,2.62
2025-06-20,817632,415106,402526,16987,48.13,24.44,23.7,1.7
2025-06-27,821716,418951,402765,17105,48.04,24.49,23.55,1.57
2025-07-04,829024,426021,403003,17006,48.75,25.05,23.7,2.53
2025-07-11,824865,422162,402703,16849,48.96,25.06,23.9,2.88
2025-07-18,821496,418993,402503,16936,48.51,24.74,23.77,2.31
2025-07-25,829432,426691,402741,16911,49.05,25.23,23.82,3.01
2025-08-01,826638,423662,402976,17124,48.27,24.74,23.53,1.96
2025-08-08,829900,426698,403202,17180,48.31,24.84,23.47,2.05
2025-08-15,824109,420684,403425,17208,47.89,24.45,23.44,1.48
2025-08-22,822493,418292,404201,16880,48.73,24.78,23.95,2.49
2025-08-29,825417,420707,404710,16869,48.93,24.94,23.99,2.84
2025-09-05,829870,424646,405224,16818,49.34,25.25,24.09,3.45
2025-09-12,821089,415361,405728,16424,49.99,25.29,24.7,4.19
2025-09-19,820712,414754,405958,16476,49.81,25.17,24.64,3.97
2025-09-26,823246,416546,406700,16168,50.92,25.76,25.15,5.19
2025-10-03,827246,420261,406985,16297,50.76,25.79,24.97,5.02
2025-10-10,831530,423785,407745,15130,54.96,28.01,26.95,12.74
2025-10-17,831388,422824,408564,15730,52.85,26.88,25.97,7.68
2025-10-24,825063,415966,409097,15219,54.21,27.33,26.88,11.13
2025-10-31,830763,421168,409595,15256,54.45,27.61,26.85,11.61
2025-11-07,837974,427581,410393,15973,52.46,26.77,25.69,7.02
2025-11-14,835081,424155,410926,16232,51.45,26.13,25.32,5.85
2025-11-21,838353,426929,411424,16443,50.99,25.96,25.02,5.32
2025-11-28,839177,427503,411674,16876,49.73,25.33,24.39,3.88
2025-12-05,837613,425691,411922,16860,49.68,25.25,24.43,3.84
2025-12-12,836588,424417,412171,16988,49.25,24.98,24.26,3.32
2025-12-19,837793,424822,412971,16776,49.94,25.32,24.62,4.14
2025-12-26,836107,422888,413219,16847,49.63,25.1,24.53,3.8
2026-01-02,832520,419056,413464,16909,49.24,24.78,24.45,3.23
2026-01-09,836125,422447,413678,16958,49.31,24.91,24.39,3.4
2026-01-16,840533,426049,414484,16604,50.62,25.66,24.96,4.89
2026-01-23,838753,423754,414999,16209,51.75,26.14,25.6,6.24
2026-01-30,835512,420299,415213,16029,52.13,26.22,25.9,6.68
2026-02-06,844041,428829,415212,16000,52.75,26.8,25.95,7.46
2026-02-13,835256,419815,415441,16077,51.95,26.11,25.84,6.46
2026-02-20,851245,435804,415441,15661,54.35,27.83,26.53,11.39
2026-02-27,854720,439279,415441,15841,53.96,27.73,26.23,10.43
2026-03-06,858545,443103,415442,16169,53.1,27.4,25.69,8.29
2026-03-13,864701,449259,415442,16232,53.27,27.68,25.59,8.64
2026-03-20,871627,456185,415442,16598,52.51,27.48,25.03,7.2
2026-03-27,876700,461636,415064,16379,53.53,28.18,25.34,9.29
2026-04-03,878042,464717,413325,16250,54.03,28.6,25.44,10.6
2026-04-10,872985,463804,409181,16042,54.42,28.91,25.51,11.47
2026-04-17,870774,465729,405045,15987,54.47,29.13,25.34,11.69
2026-04-24,857419,459495,397924,16071,53.35,28.59,24.76,8.81
2026-05-01,849882,457182,392700,16029,53.02,28.52,24.5,8.2
2026-05-08,836971,452876,384095,16399,51.04,27.62,23.42,5.41
2026-05-15,819188,445013,374175,16319,50.2,27.27,22.93,4.49
2026-05-22,806798,441686,365112,16971,47.54,26.03,21.51,1.05
2026-05-29,790831,433712,357119,16881,46.85,25.69,21.16,0.79
2026-06-05,775677,426485,349192,16962,45.73,25.14,20.59,0.57
2026-06-12,758473,418222,340251,17192,44.12,24.33,19.79,0.52
2026-06-19,743325,412134,331191,17111,43.44,24.09,19.36,0.48
2026-06-26,734014,408359,325655,17196,42.69,23.75,18.94,0.39
2026-07-03,730846,411357,319489,17024,42.93,24.16,18.77,0.44
2026-07-10,726169,409665,316504,17123,42.41,23.92,18.48,0.35
2026-07-17,723122,411675,311447,17065,42.37,24.12,18.25,0.31
2026-07-24,712158,404508,307650,17336,41.08,23.33,17.75,0.09
2026-07-31,711796,406987,304809,17153,41.5,23.73,17.77,0.17
2026-08-07,723104,424410,298694,17179,42.09,24.71,17.39,0.26
2026-08-14,722241,428815,293426,17395,41.52,24.65,16.87,0.22
2026-08-21,718636,428910,289726,17393,41.32,24.66,16.66,0.13
2026-08-28,711064,424460,286604,17496,40.64,24.26,16.38,0.04
